layer_name,family,side,block,d_in,mean_act_salience,max_act_salience,mean_wt_salience,max_wt_salience,top1_median_ratio_act,top1_median_ratio_wt,gini_act,gini_wt,mean_spearman_rho,std_spearman_rho,min_spearman_rho,max_spearman_rho,mean_jaccard_topk,cov_temporal,early_late_topk_jaccard,risk_score
blocks.2.image.attn.q_proj,q_proj,image,2,1536,0.9772522449493408,9.488143920898438,0.20042288303375244,0.9755859375,10.282383850642614,4.95013952255249,0.4152645184170574,0.16462571041018714,0.5671381093004327,0.03856095695400808,0.46957581659784786,0.6108791119756168,0.02149518365428315,0.26899537444114685,0.12280701754385964,0.3733089282814912
blocks.0.image.attn.q_proj,q_proj,image,0,1536,0.6849228739738464,10.105785369873047,0.12741750478744507,0.75341796875,18.071123361587524,7.187190532684326,0.46160735837338535,0.2670351462878042,0.5327916414537104,0.02847822846229214,0.47081257476490723,0.5653358020016473,0.35011690221932457,0.27208611369132996,0.3333333333333333,0.3526614977850886
blocks.20.text.mlp.fc1,fc1,text,20,1536,4.343175888061523,127.50556945800781,0.0442422516644001,0.39990234375,33.22898837498256,10.546479225158691,0.3578842784394086,0.2338843571809659,0.7804811513199553,0.012639130455615353,0.7483275535795939,0.7961504836454413,0.37861768204043883,0.13089972734451294,0.6842105263157895,0.35154344891043743
blocks.1.text.mlp.fc2,fc2,text,1,6144,2.361924171447754,35.22100830078125,0.1507144421339035,0.6513671875,160.0369439806257,4.705467224121094,0.7121870512223522,0.21727007085786765,0.5269594530471438,0.009360564991944287,0.49993742449539547,0.5362661593236608,0.0,0.2577753961086273,0.7297297297297297,0.3485875503206389
blocks.1.image.attn.k_proj,k_proj,image,1,1536,0.7195935845375061,12.749311447143555,0.14657829701900482,0.47900390625,29.916537352970668,3.824561357498169,0.5570905966394631,0.24792670565905173,0.5896390396561192,0.05529767574454887,0.46382223773453907,0.645904746703784,0.11663143832696878,0.282169908285141,0.23076923076923078,0.34781563772127067
blocks.1.image.mlp.fc1,fc1,image,1,1536,0.655838131904602,6.342931270599365,0.20684123039245605,0.52685546875,9.44426533154079,2.5976526737213135,0.3759869608776734,0.16674353098970984,0.6081799778621771,0.05415819730862394,0.450074100354854,0.654170127280515,0.17631973696663733,0.26719310879707336,0.12280701754385964,0.34397407681422487
blocks.2.image.attn.k_proj,k_proj,image,2,1536,0.9772522449493408,9.488143920898438,0.1859806329011917,0.7568359375,10.282383850642614,4.245121479034424,0.4152645184170574,0.15544145718206748,0.4862887562600478,0.025007613676269344,0.4239686262658546,0.5100255088627886,0.016055884719479187,0.26899537444114685,0.12280701754385964,0.34328788611382066
blocks.0.image.mlp.fc1,fc1,image,0,1536,0.3267861008644104,2.6482629776000977,0.16272808611392975,1.427734375,8.304729529789515,11.133746147155762,0.36816680139634483,0.38061190814621315,0.4287177517708649,0.02197759600886799,0.405111883426842,0.50889609015159,0.10146787190067509,0.1857837289571762,0.45454545454545453,0.33909845237334396
blocks.3.text.attn.k_proj,k_proj,text,3,1536,0.631514310836792,10.673534393310547,0.16425001621246338,0.5703125,19.855493749891007,3.5636918544769287,0.38169888194638996,0.12460063559456569,0.477060348232044,0.020038367840718642,0.4400885115230812,0.5144622336616523,0.062295081967213124,0.285870224237442,0.30612244897959184,0.33673969229983197
blocks.18.image.attn.k_proj,k_proj,image,18,1536,2.075839042663574,13.066259384155273,0.17935387790203094,1.8984375,6.314220871244158,11.702031135559082,0.1658091160386034,0.14927136635347904,0.3874975822378387,0.057113777385264686,0.30892904502889856,0.509677529577006,0.2758391982129779,0.1132877767086029,0.5238095238095238,0.33606235139632873
blocks.2.image.mlp.fc1,fc1,image,2,1536,0.8564082384109497,3.848029375076294,0.2297859936952591,0.70361328125,4.34728206055505,3.162688732147217,0.3260689473107424,0.11949882933518063,0.372983761952002,0.06200512828038449,0.20595427616114997,0.43002416822282,0.04936163783334592,0.30270135402679443,0.04918032786885246,0.33463251977225633
blocks.0.image.attn.v_proj,v_proj,image,0,1536,0.6849228739738464,10.105785369873047,0.14344172179698944,0.46337890625,18.071123361587524,3.6872267723083496,0.46160735837338535,0.2276005900241973,0.5383267198687534,0.026062092726617435,0.5042583411376101,0.6318545525614733,0.1310129331389378,0.27208611369132996,0.3333333333333333,0.3317283669554333
blocks.2.image.attn.v_proj,v_proj,image,2,1536,0.9772522449493408,9.488143920898438,0.1730736941099167,0.402099609375,10.282383850642614,2.28591251373291,0.4152645184170574,0.18440599209462127,0.5609106470001122,0.034119390303393476,0.4919768651605716,0.5945430683668119,0.07975733087689475,0.26899537444114685,0.12280701754385964,0.32904384022425837
